Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Postal Code;City;State;Country;Region;Market;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Shipping Cost;Order Priority;Month;Year;Fiscal year
15856;IT-2015-VF2171564-42263;Çarşamba, Eylül 16, 2015;Pazartesi, Eylül 21, 2015;Standard Class;VF-2171564;Vicky Freymann;Home Office;;Brescia;Lombardy;Italy;Southern Europe;Europe;FUR-CH-4563;Furniture;Chairs;Harbour Creations Swivel Stool, Red;288,192;4;0,6;-180,168;18,21;Medium;September;2015;2021
16214;ES-2015-ME1732064-42253;Pazar, Eylül 06, 2015;Pazar, Eylül 06, 2015;Same Day;ME-1732064;Maria Etezadi;Home Office;;Trento;Trentino-Alto Adige;Italy;Southern Europe;Europe;FUR-CH-4682;Furniture;Chairs;Hon Rocking Chair, Black;153,828;3;0,6;-84,672;29,76;High;September;2015;2021
16217;ES-2015-ME1732064-42253;Pazar, Eylül 06, 2015;Pazar, Eylül 06, 2015;Same Day;ME-1732064;Maria Etezadi;Home Office;;Trento;Trentino-Alto Adige;Italy;Southern Europe;Europe;FUR-CH-4563;Furniture;Chairs;Harbour Creations Swivel Stool, Red;216,144;3;0,6;-135,126;30,58;High;September;2015;2021
17147;ES-2015-LA16780120-42272;Cuma, Eylül 25, 2015;Çarşamba, Eylül 30, 2015;Standard Class;LA-16780120;Laura Armstrong;Corporate;;Huelva;Andalusía;Spain;Southern Europe;Europe;OFF-ST-4293;Office Supplies;Storage;Fellowes Trays, Blue;103,302;2;0,1;-3,498;7,18;Medium;September;2015;2021
17735;ES-2015-GH14485120-42266;Cumartesi, Eylül 19, 2015;Perşembe, Eylül 24, 2015;Standard Class;GH-14485120;Gene Hale;Corporate;;Valencia;Valenciana;Spain;Southern Europe;Europe;OFF-ST-6284;Office Supplies;Storage;Tenex Trays, Wire Frame;95,904;2;0,1;42,624;8,2;Medium;September;2015;2021
15727;ES-2015-IG15085120-42263;Çarşamba, Eylül 16, 2015;Pazartesi, Eylül 21, 2015;Second Class;IG-15085120;Ivan Gibson;Consumer;;Granollers;Catalonia;Spain;Southern Europe;Europe;OFF-ST-5695;Office Supplies;Storage;Rogers Folders, Industrial;140,265;5;0,1;6,165;11,26;Medium;September;2015;2021
17825;ES-2015-JW16075120-42253;Pazar, Eylül 06, 2015;Cuma, Eylül 11, 2015;Standard Class;JW-16075120;Julia West;Consumer;;Madrid;Madrid;Spain;Southern Europe;Europe;OFF-ST-4057;Office Supplies;Storage;Eldon File Cart, Single Width;577,665;5;0,1;211,665;35,43;Medium;September;2015;2021
19216;ES-2015-AH10210120-42267;Pazar, Eylül 20, 2015;Perşembe, Eylül 24, 2015;Standard Class;AH-10210120;Alan Hwang;Consumer;;Barcelona;Catalonia;Spain;Southern Europe;Europe;TEC-PH-3143;Technology;Phones;Apple Signal Booster, Cordless;502,2;4;0,1;83,64;54,83;Medium;September;2015;2021
20192;IT-2015-TG21640120-42262;Salı, Eylül 15, 2015;Pazartesi, Eylül 21, 2015;Standard Class;TG-21640120;Trudy Glocke;Consumer;;Elx;Valenciana;Spain;Southern Europe;Europe;FUR-CH-5794;Furniture;Chairs;SAFCO Rocking Chair, Black;211,968;2;0,2;-23,892;25,98;Medium;September;2015;2021
19220;ES-2015-AH10210120-42267;Pazar, Eylül 20, 2015;Perşembe, Eylül 24, 2015;Standard Class;AH-10210120;Alan Hwang;Consumer;;Barcelona;Catalonia;Spain;Southern Europe;Europe;FUR-CH-5774;Furniture;Chairs;SAFCO Executive Leather Armchair, Black;734,4;2;0,2;247,86;59,4;Medium;September;2015;2021
12955;IT-2015-NZ1856564-42260;Pazar, Eylül 13, 2015;Cuma, Eylül 18, 2015;Standard Class;NZ-1856564;Nick Zandusky;Home Office;;Nicosia;Nicosia;Cyprus;Southern Europe;Europe;OFF-ST-6033;Office Supplies;Storage;Smead File Cart, Single Width;386,64;5;0,4;-212,76;2,45;Medium;September;2015;2021
16355;IT-2015-JJ15760124-42259;Cumartesi, Eylül 12, 2015;Salı, Eylül 15, 2015;First Class;JJ-15760124;Joel Jenkins;Home Office;;Nacka;Stockholm;Sweden;Northern Europe;Europe;OFF-LA-4535;Office Supplies;Labels;Harbour Creations File Folder Labels, Alphabetical;8,55;2;0,5;-6,33;2,04;Medium;September;2015;2021
18776;IT-2015-DM12955124-42257;Perşembe, Eylül 10, 2015;Perşembe, Eylül 17, 2015;Standard Class;DM-12955124;Dario Medina;Corporate;;Huddinge;Stockholm;Sweden;Northern Europe;Europe;FUR-CH-5435;Furniture;Chairs;Office Star Bag Chairs, Red;55,44;2;0,5;-33,3;4;Medium;September;2015;2021
16354;IT-2015-JJ15760124-42259;Cumartesi, Eylül 12, 2015;Salı, Eylül 15, 2015;First Class;JJ-15760124;Joel Jenkins;Home Office;;Nacka;Stockholm;Sweden;Northern Europe;Europe;FUR-CH-5451;Furniture;Chairs;Office Star Steel Folding Chair, Black;312,48;7;0,5;-312,48;40,19;Medium;September;2015;2021
14468;IT-2015-AS10045124-42262;Salı, Eylül 15, 2015;Pazar, Eylül 20, 2015;Standard Class;AS-10045124;Aaron Smayling;Corporate;;Stockholm;Stockholm;Sweden;Northern Europe;Europe;OFF-LA-4679;Office Supplies;Labels;Hon Removable Labels, Adjustable;4,08;1;0,5;-2,94;1,26;Medium;September;2015;2021
19928;IT-2015-HR14770124-42273;Cumartesi, Eylül 26, 2015;Çarşamba, Eylül 30, 2015;Standard Class;HR-14770124;Hallie Redmond;Home Office;;Stockholm;Stockholm;Sweden;Northern Europe;Europe;OFF-LA-4550;Office Supplies;Labels;Harbour Creations Round Labels, Alphabetical;6,57;2;0,5;-1,35;1,48;Medium;September;2015;2021
19929;IT-2015-HR14770124-42273;Cumartesi, Eylül 26, 2015;Çarşamba, Eylül 30, 2015;Standard Class;HR-14770124;Hallie Redmond;Home Office;;Stockholm;Stockholm;Sweden;Northern Europe;Europe;OFF-BI-2917;Office Supplies;Binders;Acco Index Tab, Clear;12,06;3;0,5;-1,98;1,86;Medium;September;2015;2021
14627;IT-2015-BT11305124-42263;Çarşamba, Eylül 16, 2015;Cumartesi, Eylül 19, 2015;First Class;BT-11305124;Beth Thompson;Home Office;;Stockholm;Stockholm;Sweden;Northern Europe;Europe;OFF-AR-3465;Office Supplies;Art;BIC Pens, Easy-Erase;21,825;3;0,5;-12,285;7,17;Critical;September;2015;2021
14469;IT-2015-AS10045124-42262;Salı, Eylül 15, 2015;Pazar, Eylül 20, 2015;Standard Class;AS-10045124;Aaron Smayling;Corporate;;Stockholm;Stockholm;Sweden;Northern Europe;Europe;TEC-PH-5263;Technology;Phones;Motorola Signal Booster, Cordless;72,99;1;0,5;-7,32;5,17;Medium;September;2015;2021
19259;IT-2015-KB1640562-42274;Pazar, Eylül 27, 2015;Salı, Eylül 29, 2015;First Class;KB-1640562;Katrina Bavinger;Home Office;;Dublin;Dublin;Ireland;Northern Europe;Europe;OFF-EN-5028;Office Supplies;Envelopes;Kraft Clasp Envelope, with clear poly window;25,08;4;0,5;-1,08;6,17;Critical;September;2015;2021
19260;IT-2015-KB1640562-42274;Pazar, Eylül 27, 2015;Salı, Eylül 29, 2015;First Class;KB-1640562;Katrina Bavinger;Home Office;;Dublin;Dublin;Ireland;Northern Europe;Europe;OFF-AR-6126;Office Supplies;Art;Stanley Sketch Pad, Easy-Erase;44,7;2;0,5;-27,72;13,83;Critical;September;2015;2021
11380;IT-2015-SU2066562-42270;Çarşamba, Eylül 23, 2015;Çarşamba, Eylül 23, 2015;Same Day;SU-2066562;Stephanie Ulpright;Home Office;;Dublin;Dublin;Ireland;Northern Europe;Europe;OFF-ST-5708;Office Supplies;Storage;Rogers Shelving, Wire Frame;122,4;4;0,5;-46,56;29,8;High;September;2015;2021
19257;IT-2015-KB1640562-42274;Pazar, Eylül 27, 2015;Salı, Eylül 29, 2015;First Class;KB-1640562;Katrina Bavinger;Home Office;;Dublin;Dublin;Ireland;Northern Europe;Europe;TEC-CO-5995;Technology;Copiers;Sharp Fax and Copier, High-Speed;583,8;7;0,5;-443,73;145,43;Critical;September;2015;2021
19258;IT-2015-KB1640562-42274;Pazar, Eylül 27, 2015;Salı, Eylül 29, 2015;First Class;KB-1640562;Katrina Bavinger;Home Office;;Dublin;Dublin;Ireland;Northern Europe;Europe;OFF-AP-4733;Office Supplies;Appliances;Hoover Microwave, White;766,95;5;0,5;-352,8;175,41;Critical;September;2015;2021
19265;ES-2015-TB2105562-42266;Cumartesi, Eylül 19, 2015;Salı, Eylül 22, 2015;Second Class;TB-2105562;Ted Butterfield;Consumer;;Cork;Cork;Ireland;Northern Europe;Europe;TEC-MA-5548;Technology;Machines;Panasonic Inkjet, White;776,25;5;0,5;-326,1;39,1;High;September;2015;2021
43518;ZA-2015-AP720147-42264;Perşembe, Eylül 17, 2015;Cumartesi, Eylül 19, 2015;Second Class;AP-720147;Anne Pryor;Home Office;;Bulawayo;Bulawayo;Zimbabwe;Eastern Africa;Africa;OFF-BI-6399;Office Supplies;Binders;Wilson Jones Hole Reinforcements, Economy;1,359;1;0,7;-0,921;1,12;High;September;2015;2021
47150;RO-2015-BH1710107-42250;Perşembe, Eylül 03, 2015;Pazartesi, Eylül 07, 2015;Standard Class;BH-1710107;Brosina Hoffman;Consumer;;Ramnicu Valcea;Valcea;Romania;Eastern Europe;Europe;TEC-AC-5132;Technology;Accessories;Logitech Numeric Keypad, Programmable;95,64;2;0;12,42;4,66;Medium;September;2015;2021
9159;MX-2015-LC1705082-42262;Salı, Eylül 15, 2015;Pazar, Eylül 20, 2015;Standard Class;LC-1705082;Liz Carlisle;Consumer;;Hermosillo;Sonora;Mexico;Central America;LATAM;TEC-AC-5205;Technology;Accessories;Memorex Memory Card, Programmable;138,36;2;0;42,88;9,903;Medium;September;2015;2021
49972;PL-2015-AJ795103-42248;Salı, Eylül 01, 2015;Cumartesi, Eylül 05, 2015;Standard Class;AJ-795103;Anthony Johnson;Corporate;;Tarnow;Lesser Poland;Poland;Eastern Europe;Europe;TEC-AC-3393;Technology;Accessories;Belkin Mouse, Erganomic;77,04;2;0;13,08;2,04;Medium;September;2015;2021
15768;ES-2015-BF1117064-42263;Çarşamba, Eylül 16, 2015;Pazartesi, Eylül 21, 2015;Standard Class;BF-1117064;Ben Ferrer;Home Office;;Carrara;Tuscany;Italy;Southern Europe;Europe;TEC-AC-5865;Technology;Accessories;SanDisk Keyboard, Erganomic;158,58;2;0;20,58;6,53;Medium;September;2015;2021
18268;ES-2015-AR1040545-42258;Cuma, Eylül 11, 2015;Çarşamba, Eylül 16, 2015;Standard Class;AR-1040545;Allen Rosenblatt;Corporate;;Boulogne-sur-Mer;Nord-Pas-de-Calais-Picardie;France;Western Europe;Europe;TEC-AC-5887;Technology;Accessories;SanDisk Numeric Keypad, Bluetooth;110,7;2;0;17,7;6,84;Medium;September;2015;2021
41717;AU-2015-FM42158-42250;Perşembe, Eylül 03, 2015;Çarşamba, Eylül 09, 2015;Standard Class;FM-42158;Filia McAdams;Corporate;;Vienna;Vienna;Austria;Western Europe;Europe;TEC-AC-4186;Technology;Accessories;Enermax Router, Erganomic;512,28;2;0;204,9;27,36;Medium;September;2015;2021
11129;ES-2015-KA1652548-42272;Cuma, Eylül 25, 2015;Perşembe, Ekim 01, 2015;Standard Class;KA-1652548;Kelly Andreada;Consumer;;Hamburg;Hamburg;Germany;Western Europe;Europe;TEC-AC-4180;Technology;Accessories;Enermax Numeric Keypad, USB;55,14;1;0;15,99;1,73;Medium;September;2015;2021
41720;MO-2015-JH543086-42270;Çarşamba, Eylül 23, 2015;Salı, Eylül 29, 2015;Standard Class;JH-543086;Jennifer Halladay;Consumer;;Beni Mellal;Tadla-Azilal;Morocco;North Africa;Africa;TEC-AC-5127;Technology;Accessories;Logitech Mouse, Erganomic;27,09;1;0;6,21;2,22;Medium;September;2015;2021
48537;JO-2015-DO343567-42274;Pazar, Eylül 27, 2015;Cuma, Ekim 02, 2015;Standard Class;DO-343567;Denny Ordway;Consumer;;Wadi as Sir;'Amman;Jordan;Western Asia;Asia Pacific;TEC-AC-5133;Technology;Accessories;Logitech Numeric Keypad, USB;46,53;1;0;19,98;4,5;Medium;September;2015;2021
45455;RS-2015-CM1830108-42256;Çarşamba, Eylül 09, 2015;Pazartesi, Eylül 14, 2015;Standard Class;CM-1830108;Cari MacIntyre;Corporate;;Angarsk;Irkutsk;Russia;Eastern Europe;Europe;TEC-AC-5873;Technology;Accessories;SanDisk Memory Card, Erganomic;110,22;1;0;19,83;5,97;Medium;September;2015;2021
22831;IN-2015-JP1546058-42258;Cuma, Eylül 11, 2015;Çarşamba, Eylül 16, 2015;Standard Class;JP-1546058;Jennifer Patt;Corporate;;Hyderabad;Telangana;India;Southern Asia;Asia Pacific;TEC-AC-5118;Technology;Accessories;Logitech Keyboard, USB;72,66;1;0;22,5;7,65;Medium;September;2015;2021
48540;JO-2015-DO343567-42274;Pazar, Eylül 27, 2015;Cuma, Ekim 02, 2015;Standard Class;DO-343567;Denny Ordway;Consumer;;Wadi as Sir;'Amman;Jordan;Western Asia;Asia Pacific;TEC-AC-5205;Technology;Accessories;Memorex Memory Card, Programmable;103,77;1;0;14,52;10,75;Medium;September;2015;2021
43155;SG-2015-AJ945111-42265;Cuma, Eylül 18, 2015;Çarşamba, Eylül 23, 2015;Standard Class;AJ-945111;Ashley Jarboe;Consumer;;Ouagadougou;Centre;Burkina Faso;Western Africa;Africa;TEC-AC-5897;Technology;Accessories;SanDisk Router, USB;256,56;1;0;107,73;23,22;Medium;September;2015;2021
13160;ES-2015-SW2045564-42257;Perşembe, Eylül 10, 2015;Salı, Eylül 15, 2015;Standard Class;SW-2045564;Shaun Weien;Consumer;;Bologna;Emilia-Romagna;Italy;Southern Europe;Europe;TEC-AC-5118;Technology;Accessories;Logitech Keyboard, USB;217,98;3;0;45,72;4,44;Medium;September;2015;2021
1656;MX-2015-TS2120537-42250;Perşembe, Eylül 03, 2015;Pazartesi, Eylül 07, 2015;Standard Class;TS-2120537;Thomas Seio;Corporate;;Guayaquil;Guayas;Ecuador;South America;LATAM;TEC-AC-3379;Technology;Accessories;Belkin Flash Drive, Erganomic;79,5;3;0;31,8;4,676;Medium;September;2015;2021
6539;MX-2015-JM1558018-42250;Perşembe, Eylül 03, 2015;Çarşamba, Eylül 09, 2015;Standard Class;JM-1558018;Jill Matthias;Consumer;;Balneário Camboriú;Santa Catarina;Brazil;South America;LATAM;TEC-AC-5863;Technology;Accessories;SanDisk Flash Drive, USB;79,5;3;0;1,56;7,323;Medium;September;2015;2021
938;MX-2015-NC1841528-42264;Perşembe, Eylül 17, 2015;Çarşamba, Eylül 23, 2015;Standard Class;NC-1841528;Nathan Cano;Consumer;;Cúcuta;Norte de Santander;Colombia;South America;LATAM;TEC-AC-5867;Technology;Accessories;SanDisk Keyboard, USB;163,38;3;0;40,8;9,123;Medium;September;2015;2021
16645;ES-2015-AH1003048-42251;Cuma, Eylül 04, 2015;Salı, Eylül 08, 2015;Standard Class;AH-1003048;Aaron Hawkins;Corporate;;Solingen;North Rhine-Westphalia;Germany;Western Europe;Europe;TEC-AC-5887;Technology;Accessories;SanDisk Numeric Keypad, Bluetooth;166,05;3;0;26,55;12,47;Medium;September;2015;2021
24764;ID-2015-CM1211566-42250;Perşembe, Eylül 03, 2015;Çarşamba, Eylül 09, 2015;Standard Class;CM-1211566;Chad McGuire;Consumer;;Fuji;Shizuoka;Japan;Eastern Asia;Asia Pacific;TEC-AC-5137;Technology;Accessories;Logitech Router, USB;742,59;3;0;267,3;18,94;Medium;September;2015;2021
8020;MX-2015-SP2065082-42257;Perşembe, Eylül 10, 2015;Salı, Eylül 15, 2015;Standard Class;SP-2065082;Stephanie Phelps;Corporate;;Puebla;Puebla;Mexico;Central America;LATAM;TEC-AC-4188;Technology;Accessories;Enermax Router, USB;517,08;3;0;180,96;29,642;Medium;September;2015;2021
17490;ES-2015-KD1649545-42255;Salı, Eylül 08, 2015;Pazar, Eylül 13, 2015;Standard Class;KD-1649545;Keith Dawkins;Corporate;;Calais;Nord-Pas-de-Calais-Picardie;France;Western Europe;Europe;TEC-AC-3405;Technology;Accessories;Belkin Router, USB;776,88;3;0;365,13;79,39;Medium;September;2015;2021
12305;ES-2015-SW20275139-42249;Çarşamba, Eylül 02, 2015;Salı, Eylül 08, 2015;Standard Class;SW-20275139;Scott Williamson;Consumer;;Manchester;England;United Kingdom;Northern Europe;Europe;TEC-AC-3404;Technology;Accessories;Belkin Router, Programmable;780,75;3;0;343,53;83,6;Medium;September;2015;2021
7494;US-2015-SM2095082-42274;Pazar, Eylül 27, 2015;Cuma, Ekim 02, 2015;Standard Class;SM-2095082;Suzanne McNair;Corporate;;Tepic;Nayarit;Mexico;Central America;LATAM;TEC-AC-5196;Technology;Accessories;Memorex Flash Drive, USB;78,96;4;0;38,64;4,312;Medium;September;2015;2021
16646;ES-2015-AH1003048-42251;Cuma, Eylül 04, 2015;Salı, Eylül 08, 2015;Standard Class;AH-1003048;Aaron Hawkins;Corporate;;Solingen;North Rhine-Westphalia;Germany;Western Europe;Europe;TEC-AC-5126;Technology;Accessories;Logitech Mouse, Bluetooth;117,12;4;0;52,68;9,41;Medium;September;2015;2021
48541;JO-2015-DO343567-42274;Pazar, Eylül 27, 2015;Cuma, Ekim 02, 2015;Standard Class;DO-343567;Denny Ordway;Consumer;;Wadi as Sir;'Amman;Jordan;Western Asia;Asia Pacific;TEC-AC-5220;Technology;Accessories;Memorex Numeric Keypad, Bluetooth;181,68;4;0;69;10,47;Medium;September;2015;2021
22832;IN-2015-JP1546058-42258;Cuma, Eylül 11, 2015;Çarşamba, Eylül 16, 2015;Standard Class;JP-1546058;Jennifer Patt;Corporate;;Hyderabad;Telangana;India;Southern Asia;Asia Pacific;TEC-AC-5222;Technology;Accessories;Memorex Numeric Keypad, USB;172,08;4;0;27,48;18,42;Medium;September;2015;2021
31037;IN-2015-SL2015592-42257;Perşembe, Eylül 10, 2015;Salı, Eylül 15, 2015;Standard Class;SL-2015592;Sara Luxemburg;Home Office;;Palmerston North;Manawatu-Wanganui;New Zealand;Oceania;Asia Pacific;TEC-AC-4155;Technology;Accessories;Enermax Keyboard, Bluetooth;333,84;4;0;9,96;19,84;Medium;September;2015;2021
49973;PL-2015-AJ795103-42248;Salı, Eylül 01, 2015;Cumartesi, Eylül 05, 2015;Standard Class;AJ-795103;Anthony Johnson;Corporate;;Tarnow;Lesser Poland;Poland;Eastern Europe;Europe;TEC-AC-5136;Technology;Accessories;Logitech Router, Programmable;995,28;4;0;358,2;36,84;Medium;September;2015;2021
29355;IN-2015-JK1609058-42258;Cuma, Eylül 11, 2015;Salı, Eylül 15, 2015;Standard Class;JK-1609058;Juliana Krohn;Consumer;;Indore;Madhya Pradesh;India;Southern Asia;Asia Pacific;TEC-AC-5219;Technology;Accessories;Memorex Mouse, USB;141,9;5;0;4,2;11,11;Medium;September;2015;2021
10324;ES-2015-AZ1075048-42258;Cuma, Eylül 11, 2015;Salı, Eylül 15, 2015;Standard Class;AZ-1075048;Annie Zypern;Consumer;;Herten;North Rhine-Westphalia;Germany;Western Europe;Europe;TEC-AC-3393;Technology;Accessories;Belkin Mouse, Erganomic;192,6;5;0;32,7;20,83;Medium;September;2015;2021
22435;IN-2015-FM1429027-42264;Perşembe, Eylül 17, 2015;Salı, Eylül 22, 2015;Standard Class;FM-1429027;Frank Merwin;Home Office;;Shenzhen;Guangdong;China;Eastern Asia;Asia Pacific;TEC-AC-4172;Technology;Accessories;Enermax Mouse, Erganomic;190,5;5;0;64,65;21,62;Medium;September;2015;2021
3533;MX-2015-JF1529518-42265;Cuma, Eylül 18, 2015;Çarşamba, Eylül 23, 2015;Standard Class;JF-1529518;Jason Fortune-;Consumer;;São Paulo;São Paulo;Brazil;South America;LATAM;TEC-AC-4154;Technology;Accessories;Enermax Flash Drive, USB;194,74;7;0;23,24;8,892;Medium;September;2015;2021
20529;IN-2015-EH139451-42249;Çarşamba, Eylül 02, 2015;Pazar, Eylül 06, 2015;Standard Class;EH-139451;Eric Hoffmann;Consumer;;Kabul;Kabul;Afghanistan;Southern Asia;Asia Pacific;TEC-AC-5217;Technology;Accessories;Memorex Mouse, Erganomic;155,88;6;0;21,78;10,2;Medium;September;2015;2021
14260;ES-2015-AP10720139-42263;Çarşamba, Eylül 16, 2015;Salı, Eylül 22, 2015;Standard Class;AP-10720139;Anne Pryor;Home Office;;Chelmsford;England;United Kingdom;Northern Europe;Europe;TEC-AC-5135;Technology;Accessories;Logitech Router, Erganomic;1715,91;7;0;308,7;105,62;Medium;September;2015;2021
47154;RO-2015-BH1710107-42250;Perşembe, Eylül 03, 2015;Pazartesi, Eylül 07, 2015;Standard Class;BH-1710107;Brosina Hoffman;Consumer;;Ramnicu Valcea;Valcea;Romania;Eastern Europe;Europe;TEC-MA-5540;Technology;Machines;Panasonic Calculator, White;48,69;1;0;16,05;2,35;Medium;September;2015;2021
44882;MO-2015-MS777086-42271;Perşembe, Eylül 24, 2015;Pazartesi, Eylül 28, 2015;Standard Class;MS-777086;Maxwell Schwartz;Consumer;;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;North Africa;Africa;TEC-MA-5568;Technology;Machines;Panasonic Phone, Red;81,99;1;0;27,03;3,55;Medium;September;2015;2021
47142;UP-2015-IM5070137-42273;Cumartesi, Eylül 26, 2015;Cuma, Ekim 02, 2015;Standard Class;IM-5070137;Irene Maddox;Consumer;;Kremenchuk;Poltava;Ukraine;Eastern Europe;Europe;TEC-MA-5569;Technology;Machines;Panasonic Phone, White;83,25;1;0;7,47;4,7;Medium;September;2015;2021
7602;MX-2015-TB2152082-42273;Cumartesi, Eylül 26, 2015;Çarşamba, Eylül 30, 2015;Standard Class;TB-2152082;Tracy Blumstein;Consumer;;Culiacán;Sinaloa;Mexico;Central America;LATAM;TEC-MA-4195;Technology;Machines;Epson Card Printer, White;112,24;1;0;6,72;6,59;Medium;September;2015;2021
47153;RO-2015-BH1710107-42250;Perşembe, Eylül 03, 2015;Pazartesi, Eylül 07, 2015;Standard Class;BH-1710107;Brosina Hoffman;Consumer;;Ramnicu Valcea;Valcea;Romania;Eastern Europe;Europe;TEC-MA-6149;Technology;Machines;StarTech Printer, White;254,58;1;0;45,81;9,64;Medium;September;2015;2021
4787;MX-2015-ZC2191018-42259;Cumartesi, Eylül 12, 2015;Cuma, Eylül 18, 2015;Standard Class;ZC-2191018;Zuschuss Carroll;Consumer;;Brasília;Federal District;Brazil;South America;LATAM;TEC-MA-4202;Technology;Machines;Epson Phone, Red;156,24;3;0;26,52;11,235;Medium;September;2015;2021
25319;IN-2015-DL1333066-42258;Cuma, Eylül 11, 2015;Salı, Eylül 15, 2015;Standard Class;DL-1333066;Denise Leinenbach;Consumer;;Matsubara;Oita;Japan;Eastern Asia;Asia Pacific;TEC-MA-6142;Technology;Machines;StarTech Inkjet, Wireless;301,77;1;0;138,81;12,12;Medium;September;2015;2021
21323;IN-2015-MB1808566-42257;Perşembe, Eylül 10, 2015;Çarşamba, Eylül 16, 2015;Standard Class;MB-1808566;Mick Brown;Consumer;;Kurashiki;Okayama;Japan;Eastern Asia;Asia Pacific;TEC-MA-6145;Technology;Machines;StarTech Phone, White;145,86;2;0;11,64;14,13;Medium;September;2015;2021
